idx,file,true_idx,true_label,pred_idx,pred_label,reason,max_prob
149,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_116.jpg,1,Overripe,1,Overripe,accepted_prob0.64_dist0.087,0.6368452310562134
150,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_119.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.136,0.9988885521888733
151,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_125.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.128,0.9979259967803955
152,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_135.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.087,0.999413013458252
153,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_136.jpg,1,Overripe,4,NotBanana,NotBanana:low_prob(0.54),0.544093906879425
154,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_140.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.058,0.9989076852798462
155,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_142.jpg,1,Overripe,1,Overripe,accepted_prob0.89_dist0.040,0.8868229985237122
156,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_148.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.089,0.9995381832122803
157,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_150.jpg,1,Overripe,1,Overripe,accepted_prob0.61_dist0.084,0.6127881407737732
158,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_172.jpg,1,Overripe,4,NotBanana,NotBanana:low_prob(0.58),0.5838128924369812
159,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_174.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.069,0.9997544884681702
160,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_176.jpg,1,Overripe,2,Ripe,accepted_prob0.64_dist0.012,0.6400526165962219
161,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_181.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.031,0.9979550838470459
162,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_183.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.065,0.9997318387031555
163,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_185.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.068,0.9990623593330383
164,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_186.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.014,0.9980450868606567
165,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_189.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.033,0.998721182346344
166,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_193.jpg,1,Overripe,1,Overripe,accepted_prob0.66_dist0.079,0.6594321727752686
167,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_194.jpg,1,Overripe,1,Overripe,accepted_prob0.63_dist0.087,0.6298366785049438
168,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_214.jpg,1,Overripe,1,Overripe,accepted_prob0.94_dist0.029,0.9405534267425537
169,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_216.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.015,0.9954535961151123
170,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_229.jpg,1,Overripe,1,Overripe,accepted_prob0.71_dist0.071,0.7062137722969055
171,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_232.jpg,1,Overripe,1,Overripe,accepted_prob0.84_dist0.050,0.844797670841217
172,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_235.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.043,0.9997170567512512
173,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_258.jpg,1,Overripe,1,Overripe,accepted_prob0.99_dist0.011,0.9908812046051025
174,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_274.jpg,1,Overripe,4,NotBanana,NotBanana:low_prob(0.59),0.5868691802024841
175,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_279.jpg,1,Overripe,4,NotBanana,NotBanana:low_prob(0.52),0.5244124531745911
176,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_282.jpg,1,Overripe,1,Overripe,accepted_prob0.82_dist0.043,0.8176981210708618
177,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_287.jpg,1,Overripe,1,Overripe,accepted_prob0.98_dist0.015,0.9807401895523071
178,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_295.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.047,0.9994521737098694
179,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_301.jpg,1,Overripe,2,Ripe,accepted_prob0.67_dist0.022,0.6707168221473694
180,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_302.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.018,0.995384156703949
181,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_308.jpg,1,Overripe,4,NotBanana,NotBanana:low_prob(0.55),0.551687479019165
182,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_309.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.099,0.9995867609977722
183,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_316.jpg,1,Overripe,1,Overripe,accepted_prob0.99_dist0.008,0.9936829805374146
184,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_321.jpg,1,Overripe,1,Overripe,accepted_prob0.86_dist0.041,0.8571763634681702
185,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_325.jpg,1,Overripe,4,NotBanana,NotBanana:low_prob(0.55),0.5514332056045532
186,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_327.jpg,1,Overripe,1,Overripe,accepted_prob0.94_dist0.021,0.943375825881958
187,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_332.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.065,0.9993898868560791
188,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_338.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.150,0.9993377327919006
189,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_343.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.086,0.9997448325157166
190,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_346.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.065,0.999818742275238
191,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_349.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.017,0.9960818886756897
192,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_357.jpg,1,Overripe,1,Overripe,accepted_prob0.71_dist0.069,0.7099113464355469
193,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_359.jpg,1,Overripe,2,Ripe,accepted_prob0.83_dist0.008,0.8267500400543213
194,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_360.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.120,0.999476969242096
195,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_366.jpg,1,Overripe,4,NotBanana,NotBanana:low_prob(0.52),0.5158612728118896
196,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_373.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.050,0.9993165731430054
197,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_377.jpg,1,Overripe,4,NotBanana,NotBanana:far_dist(0.224>thr0.186),0.9884661436080933
198,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_379.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.023,0.9963078498840332
199,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_388.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.053,0.9993116855621338
200,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_390.jpg,1,Overripe,1,Overripe,accepted_prob0.81_dist0.052,0.8066465854644775
201,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_395.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.012,0.9960525035858154
202,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_409.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.093,0.9997000694274902
203,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_412.jpg,1,Overripe,4,NotBanana,NotBanana:low_prob(0.54),0.5424785614013672
204,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_413.jpg,1,Overripe,1,Overripe,accepted_prob0.68_dist0.073,0.6823201775550842
205,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_414.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.035,0.9991477727890015
206,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_422.jpg,1,Overripe,1,Overripe,accepted_prob0.99_dist0.007,0.9946227073669434
207,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_429.jpg,1,Overripe,1,Overripe,accepted_prob0.99_dist0.010,0.9942610263824463
208,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_438.jpg,1,Overripe,1,Overripe,accepted_prob0.98_dist0.018,0.9757094383239746
209,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_444.jpg,1,Overripe,4,NotBanana,NotBanana:low_prob(0.58),0.5821706056594849
210,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_452.jpg,1,Overripe,4,NotBanana,NotBanana:low_prob(0.59),0.5911542773246765
211,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_454.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.030,0.9990131855010986
212,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_456.jpg,1,Overripe,1,Overripe,accepted_prob0.81_dist0.052,0.8058050870895386
213,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_457.jpg,1,Overripe,1,Overripe,accepted_prob0.77_dist0.062,0.7735700011253357
214,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_460.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.062,0.9991251826286316
215,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_464.jpg,1,Overripe,1,Overripe,accepted_prob1.00_dist0.052,0.9995964169502258
216,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Overripe/terlalu-matang_470.jpg,1,Overripe,1,Overripe,accepted_prob0.83_dist0.054,0.8323153853416443
217,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_003.jpg,2,Ripe,4,NotBanana,NotBanana:low_prob(0.57),0.5732711553573608
218,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_011.jpg,2,Ripe,2,Ripe,accepted_prob0.75_dist0.010,0.7520492076873779
219,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_012.jpg,2,Ripe,2,Ripe,accepted_prob0.87_dist0.056,0.8719004988670349
220,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_013.jpg,2,Ripe,2,Ripe,accepted_prob0.84_dist0.011,0.8442243933677673
221,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_015.jpg,2,Ripe,4,NotBanana,NotBanana:low_prob(0.59),0.5944732427597046
222,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_016.jpg,2,Ripe,2,Ripe,accepted_prob0.85_dist0.038,0.8469111323356628
223,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_017.jpg,2,Ripe,2,Ripe,accepted_prob0.88_dist0.017,0.8789688348770142
224,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_020.jpg,2,Ripe,2,Ripe,accepted_prob0.61_dist0.006,0.6118283867835999
225,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_022.jpg,2,Ripe,4,NotBanana,NotBanana:low_prob(0.54),0.5410624742507935
226,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_031.jpg,2,Ripe,4,NotBanana,NotBanana:low_prob(0.56),0.5590803623199463
227,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_044.jpg,2,Ripe,2,Ripe,accepted_prob0.65_dist0.007,0.6494112014770508
228,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_047.jpg,2,Ripe,2,Ripe,accepted_prob0.81_dist0.008,0.814060628414154
229,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_049.jpg,2,Ripe,4,NotBanana,NotBanana:far_dist(0.093>thr0.091),0.9472612142562866
230,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_052.jpg,2,Ripe,4,NotBanana,NotBanana:low_prob(0.60),0.597870945930481
231,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_057.jpg,2,Ripe,2,Ripe,accepted_prob0.80_dist0.009,0.8030948638916016
232,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_071.jpg,2,Ripe,2,Ripe,accepted_prob0.71_dist0.007,0.7068354487419128
233,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_075.jpg,2,Ripe,2,Ripe,accepted_prob0.73_dist0.004,0.7317761778831482
234,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_079.jpg,2,Ripe,4,NotBanana,NotBanana:low_prob(0.56),0.5643218755722046
235,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_081.jpg,2,Ripe,2,Ripe,accepted_prob0.61_dist0.015,0.6143684983253479
236,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_092.jpg,2,Ripe,4,NotBanana,NotBanana:low_prob(0.59),0.5880163311958313
237,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_096.jpg,2,Ripe,4,NotBanana,NotBanana:low_prob(0.55),0.5470904111862183
238,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_101.jpg,2,Ripe,2,Ripe,accepted_prob0.64_dist0.006,0.6359847187995911
239,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_110.jpg,2,Ripe,2,Ripe,accepted_prob0.66_dist0.007,0.6618973016738892
240,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_111.jpg,2,Ripe,2,Ripe,accepted_prob0.62_dist0.009,0.6169856786727905
241,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_112.jpg,2,Ripe,2,Ripe,accepted_prob0.72_dist0.012,0.7150624990463257
242,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_114.jpg,2,Ripe,2,Ripe,accepted_prob0.68_dist0.041,0.6821111440658569
243,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_119.jpg,2,Ripe,2,Ripe,accepted_prob0.62_dist0.008,0.6217080354690552
244,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_125.jpg,2,Ripe,2,Ripe,accepted_prob0.68_dist0.006,0.6834849119186401
245,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_135.jpg,2,Ripe,2,Ripe,accepted_prob0.66_dist0.027,0.6574662327766418
246,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_137.jpg,2,Ripe,4,NotBanana,NotBanana:low_prob(0.57),0.5726590752601624
247,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_140.jpg,2,Ripe,2,Ripe,accepted_prob0.74_dist0.008,0.7445818185806274
248,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_141.jpg,2,Ripe,4,NotBanana,NotBanana:low_prob(0.60),0.5999252796173096
249,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_142.jpg,2,Ripe,4,NotBanana,NotBanana:far_dist(0.141>thr0.091),0.628521740436554
250,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_147.jpg,2,Ripe,2,Ripe,accepted_prob0.65_dist0.005,0.6469138264656067
251,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_158.jpg,2,Ripe,2,Ripe,accepted_prob0.69_dist0.008,0.6870840787887573
252,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_160.jpg,2,Ripe,1,Overripe,accepted_prob0.62_dist0.095,0.6197773814201355
253,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_169.jpg,2,Ripe,4,NotBanana,NotBanana:low_prob(0.52),0.5172715187072754
254,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_172.jpg,2,Ripe,4,NotBanana,NotBanana:low_prob(0.56),0.5559845566749573
255,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_174.jpg,2,Ripe,2,Ripe,accepted_prob0.79_dist0.042,0.7873424887657166
256,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_176.jpg,2,Ripe,2,Ripe,accepted_prob0.67_dist0.038,0.6679017543792725
257,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_180.jpg,2,Ripe,2,Ripe,accepted_prob0.68_dist0.008,0.6788570284843445
258,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_183.jpg,2,Ripe,2,Ripe,accepted_prob0.65_dist0.005,0.6544466614723206
259,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_194.jpg,2,Ripe,2,Ripe,accepted_prob0.94_dist0.044,0.9367558360099792
260,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_212.jpg,2,Ripe,2,Ripe,accepted_prob0.71_dist0.009,0.7106418609619141
261,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_214.jpg,2,Ripe,2,Ripe,accepted_prob0.66_dist0.004,0.663966715335846
262,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_216.jpg,2,Ripe,2,Ripe,accepted_prob0.89_dist0.018,0.893748939037323
263,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_220.jpg,2,Ripe,4,NotBanana,NotBanana:low_prob(0.57),0.5680257081985474
264,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_226.jpg,2,Ripe,2,Ripe,accepted_prob0.68_dist0.009,0.6815105080604553
265,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_229.jpg,2,Ripe,4,NotBanana,NotBanana:low_prob(0.50),0.5021166801452637
266,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_235.jpg,2,Ripe,2,Ripe,accepted_prob0.62_dist0.006,0.619871973991394
267,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_236.jpg,2,Ripe,2,Ripe,accepted_prob0.67_dist0.008,0.6685829758644104
268,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_249.jpg,2,Ripe,4,NotBanana,NotBanana:low_prob(0.54),0.5353657603263855
269,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_258.jpg,2,Ripe,2,Ripe,accepted_prob0.94_dist0.038,0.9401252865791321
270,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_260.jpg,2,Ripe,2,Ripe,accepted_prob0.93_dist0.039,0.9274818897247314
271,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_272.jpg,2,Ripe,2,Ripe,accepted_prob0.66_dist0.005,0.6578320860862732
272,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_279.jpg,2,Ripe,2,Ripe,accepted_prob0.86_dist0.009,0.8550848364830017
273,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_281.jpg,2,Ripe,4,NotBanana,NotBanana:far_dist(0.091>thr0.091),0.9195568561553955
274,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_284.jpg,2,Ripe,4,NotBanana,NotBanana:low_prob(0.51),0.5123013854026794
275,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Ripe/matang_287.jpg,2,Ripe,2,Ripe,accepted_prob0.60_dist0.012,0.601448655128479
276,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_003.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.070,0.9997115731239319
277,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_012.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.072,1.0
278,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_013.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.052,1.0
279,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_015.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.054,1.0
280,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_016.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.057,0.9999749660491943
281,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_022.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.093,0.9966838955879211
282,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_023.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.053,0.9999986886978149
283,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_035.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.059,1.0
284,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_036.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.066,0.9998651742935181
285,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_040.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.082,0.9992172718048096
286,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_044.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.049,0.9999967813491821
287,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_047.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.039,1.0
288,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_049.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.063,1.0
289,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_051.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.069,0.9997968077659607
290,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_052.jpg,3,Unripe,4,NotBanana,NotBanana:far_dist(0.114>thr0.109),0.966249942779541
291,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_057.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.044,0.9999990463256836
292,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_063.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.086,0.9980326294898987
293,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_071.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.058,1.0
294,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_079.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.064,1.0
295,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_081.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.064,0.9999749660491943
296,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_083.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.047,0.9999526739120483
297,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_098.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.064,1.0
298,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_101.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.041,1.0
299,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_107.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.066,0.9999865293502808
300,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_110.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.068,0.9999650716781616
301,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_111.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.062,0.9999175071716309
302,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_112.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.057,1.0
303,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_114.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.055,0.9999998807907104
304,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_116.jpg,3,Unripe,3,Unripe,accepted_prob0.98_dist0.101,0.9807662963867188
305,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_119.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.048,0.9999598264694214
306,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_125.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.087,0.998185932636261
307,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_135.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.059,0.9999914169311523
308,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_136.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.050,0.9999204874038696
309,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_140.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.027,1.0
310,/home/bunnysingh/Documents/Ml/bannna_clasffied/test/Unripe/mentah_142.jpg,3,Unripe,3,Unripe,accepted_prob1.00_dist0.060,1.0
